contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
ORCL260612C00222500,2026-06-05T19:56:37.000Z,222.5,10.4,9.85,11.15,-13.690001,-56.828564,305.0,300,1.3001743976,False,REGULAR,USD
ORCL260612C00225000,2026-06-05T19:59:40.000Z,225.0,9.55,9.5,10.3,-12.429999,-56.551407,3842.0,1211,1.3281283594,False,REGULAR,USD
ORCL260612C00227500,2026-06-05T19:58:53.000Z,227.5,8.7,8.7,9.5,-12.72,-59.383755,420.0,439,1.3322787292,False,REGULAR,USD
ORCL260612C00230000,2026-06-05T19:59:24.000Z,230.0,8.25,8.1,8.25,-10.67,-56.39535,2277.0,2013,1.3186069226,False,REGULAR,USD
ORCL260612C00232500,2026-06-05T19:59:50.000Z,232.5,7.54,7.25,7.85,-9.910001,-56.790836,425.0,486,1.3287387079,False,REGULAR,USD
ORCL260612C00235000,2026-06-05T19:57:43.000Z,235.0,6.73,6.65,7.2,-9.690001,-59.0134,1879.0,1181,1.3339877051,False,REGULAR,USD
ORCL260612C00237500,2026-06-05T19:59:50.000Z,237.5,6.42,6.1,6.75,-8.98,-58.311687,293.0,257,1.3471712329,False,REGULAR,USD
ORCL260612C00240000,2026-06-05T19:59:30.000Z,240.0,5.83,5.65,5.9,-8.22,-58.505337,2853.0,3918,1.3398470508,False,REGULAR,USD
ORCL260612C00242500,2026-06-05T19:57:42.000Z,242.5,5.1,5.1,5.5,-8.700001,-63.04348,105.0,266,1.3466829541,False,REGULAR,USD
ORCL260612C00245000,2026-06-05T19:59:28.000Z,245.0,4.88,4.7,5.05,-7.6400003,-61.022366,650.0,1057,1.3549836938,False,REGULAR,USD
ORCL260612C00247500,2026-06-05T19:49:15.000Z,247.5,4.55,4.3,4.65,-8.139999,-64.14499,124.0,792,1.3620637366,False,REGULAR,USD
ORCL260612C00250000,2026-06-05T19:59:36.000Z,250.0,4.2,4.0,4.2,-6.6500006,-61.290325,6480.0,6131,1.3681672217,False,REGULAR,USD
ORCL260612C00252500,2026-06-05T19:59:34.000Z,252.5,3.75,3.65,3.85,-7.1499996,-65.59633,178.0,118,1.3735382886,False,REGULAR,USD
ORCL260612C00255000,2026-06-05T19:58:57.000Z,255.0,3.5,3.4,3.55,-6.0,-63.15789,612.0,896,1.3850128406,False,REGULAR,USD
ORCL260612C00257500,2026-06-05T19:57:42.000Z,257.5,3.2,3.05,3.4,-6.0,-65.21739,112.0,176,1.3969756714,False,REGULAR,USD
ORCL260612C00260000,2026-06-05T19:59:21.000Z,260.0,2.92,2.86,3.1,-5.33,-64.60606,2609.0,3656,1.4067412476,False,REGULAR,USD
ORCL260612C00262500,2026-06-05T19:52:48.000Z,262.5,2.91,2.61,2.8,-4.6400003,-61.456955,257.0,112,1.4084502234,False,REGULAR,USD
ORCL260612C00265000,2026-06-05T19:54:27.000Z,265.0,2.55,2.43,2.6,-4.55,-64.08451,615.0,1326,1.4204130542,False,REGULAR,USD
ORCL260612C00267500,2026-06-05T19:41:54.000Z,267.5,2.38,2.23,2.42,-4.79,-66.80614,153.0,255,1.4294462122,False,REGULAR,USD
ORCL260612C00270000,2026-06-05T19:58:11.000Z,270.0,2.15,2.09,2.22,-3.9299998,-64.63815,1157.0,2277,1.4394559277,False,REGULAR,USD
